Day of Start Time,Location Name,Shift Name,Calculated OEE,Avg. Availability,Avg. Performance,Avg. Quality,Down Seconds,Out Count,Target,Theoretical Quantity
7-Apr-20,Packing Line 08,3rd,70.80%,0.992359009,0.713876724,1,173,18782,0.600000038,26512.447
8-Apr-20,Packing Line 08,3rd,76.40%,0.983911362,0.776889267,1,366,19903,0.600000038,26037.75
9-Apr-20,Packing Line 08,3rd,70.90%,1,0.709379807,1,0,14015,0.600000038,19756.695
10-Apr-20,Packing Line 08,3rd,212.50%,1,2.319358368,1,0,70,1.200000076,32.936001
2-Jan-20,Packing Line 08,2nd,75.20%,1,0.752843704,0.999302292,0,17188,0.600000038,22846.709
3-Jan-20,Packing Line 08,2nd,76.50%,0.998684769,0.768653488,0.996833115,33,22978,0.599999962,30028.299
4-Jan-20,Packing Line 08,2nd,77.00%,0.99640831,0.814009819,0.999406204,19,14651,1.200000076,19034
6-Jan-20,Packing Line 08,2nd,58.90%,0.999129333,0.591578255,0.997288361,20,16918,0.600000038,28700.822
7-Jan-20,Packing Line 08,2nd,75.20%,1,0.752535858,0.999186554,0,22109,0.600000038,29403.25
8-Jan-20,Packing Line 08,2nd,74.90%,1,0.750602341,0.997745743,0,20360,0.600000038,27186.166
9-Jan-20,Packing Line 08,2nd,57.60%,1,0.576699371,0.999579926,0,16655,0.600000038,28892.002
10-Jan-20,Packing Line 08,2nd,75.60%,0.994228745,0.735916634,0.999204254,154,19403,1.2,25674.617
11-Jan-20,Packing Line 08,2nd,60.60%,0.952488708,0.580754185,0.99980442,588,14892,1.200000076,24573.334
13-Jan-20,Packing Line 08,2nd,63.40%,1,0.633541412,1,0,11313,0.600000076,17856.766
14-Jan-20,Packing Line 08,2nd,78.90%,1,0.788939285,0.999713211,0,20916,0.600000076,26519.15
15-Jan-20,Packing Line 08,2nd,75.00%,0.999174118,0.750663986,0.999588699,15,17013,0.600000038,22692
16-Jan-20,Packing Line 08,2nd,64.00%,0.999167404,0.642491074,0.996988907,10,9602,0.600000038,15002.583
17-Jan-20,Packing Line 08,2nd,67.50%,1,0.675770493,0.999021683,0,16339,0.599999962,24202.004
18-Jan-20,Packing Line 08,2nd,64.80%,1,0.648947067,0.998892593,0,19844,0.600000038,30612.666
20-Jan-20,Packing Line 08,2nd,78.40%,0.997029266,0.788182983,0.997045898,58,16538,0.600000038,21107.311
21-Jan-20,Packing Line 08,2nd,61.50%,1,0.606808071,0.99674572,0,17085,1.200000076,27774.914
22-Jan-20,Packing Line 08,2nd,71.10%,1,0.711811676,0.999129715,0,22961,0.600000038,32285.225
23-Jan-20,Packing Line 08,2nd,60.40%,1,0.604374542,1,0,10649,0.599999962,17619.869
24-Jan-20,Packing Line 08,2nd,58.20%,0.997086716,0.584282799,0.999082718,71,15249,0.600000038,26198.949
27-Jan-20,Packing Line 08,2nd,67.10%,1,0.671463928,0.998922195,0,20390,0.600000038,30399.25
28-Jan-20,Packing Line 08,2nd,64.30%,0.909556847,0.491534109,0.99992672,600,14209,1.200000038,22114.666
29-Jan-20,Packing Line 08,2nd,75.70%,1,0.757156754,0.999960327,0,25185,0.599999962,33263.918
30-Jan-20,Packing Line 08,2nd,67.20%,1,0.685900478,0.999680748,0,21977,1.200000076,32713.332
31-Jan-20,Packing Line 08,2nd,84.50%,1,0.846235962,0.998123016,0,28183,0.600000038,33366.582
3-Feb-20,Packing Line 08,2nd,62.90%,1,0.629251785,0.999226532,0,16794,0.600000076,26709.5
4-Feb-20,Packing Line 08,2nd,76.30%,1,0.763146362,0.99922348,0,24449,0.599999962,32062
5-Feb-20,Packing Line 08,2nd,95.70%,0.994944382,0.96185936,0.999823685,125,28351,0.600000038,29630.201
6-Feb-20,Packing Line 08,2nd,62.50%,0.998826828,0.625645218,1,28,18291,0.600000038,29269.76
7-Feb-20,Packing Line 08,2nd,47.70%,0.999453659,0.471300716,0.999900589,12,7242,1.2,15179.811
10-Feb-20,Packing Line 08,2nd,73.10%,1,0.731393127,0.998982697,0,5892,0.600000038,8064.063
11-Feb-20,Packing Line 08,2nd,66.60%,1,0.666641388,0.999684601,0,19018,0.599999962,28537.084
12-Feb-20,Packing Line 08,2nd,73.90%,1,0.740397644,0.998375092,0,24576,0.600000038,33247
13-Feb-20,Packing Line 08,2nd,70.00%,1,0.700867615,0.999218216,0,19172,0.600000038,27376.066
14-Feb-20,Packing Line 08,2nd,70.70%,1,0.709265366,0.999610519,0,21209,1.200000076,30017.178
17-Feb-20,Packing Line 08,2nd,70.60%,1,0.706390686,0.999912033,0,22724,0.599999962,32172
18-Feb-20,Packing Line 08,2nd,60.90%,1,0.609695015,0.999292755,0,18369,0.600000038,30149.5
19-Feb-20,Packing Line 08,2nd,66.10%,1,0.661375961,0.998750076,0,19976,0.600000038,30241.5
20-Feb-20,Packing Line 08,2nd,69.50%,0.99986824,0.695166779,0.999241562,3,19764,0.600000038,28455.916
21-Feb-20,Packing Line 08,2nd,80.10%,1,0.800880814,0.999660263,0,14712,0.600000038,18376.018
24-Feb-20,Packing Line 08,2nd,75.30%,1,0.753892593,0.998811646,0,23534,0.600000038,31253.789
25-Feb-20,Packing Line 08,2nd,50.40%,1,0.445094242,0.999145355,0,11775,1.199999924,23381.334
26-Feb-20,Packing Line 08,2nd,45.50%,0.847810898,0.537973328,0.997903442,3059,11423,0.599999962,25097.584
27-Feb-20,Packing Line 08,2nd,63.80%,1,0.638738441,0.999538803,0,19505,0.600000038,30550.846
28-Feb-20,Packing Line 08,2nd,68.20%,0.991420593,0.689476547,0.996998062,172,16274,0.600000038,23879.354
29-Feb-20,Packing Line 08,2nd,76.60%,0.666061707,0.569300817,0.666545995,61,22431,1.800000191,29297.83
2-Mar-20,Packing Line 08,2nd,70.40%,1,0.568353119,0.99665451,0,11281.99805,1.200000114,16034.354
3-Mar-20,Packing Line 08,2nd,69.00%,1,0.694635773,0.993672638,0,20887,0.600000038,30260.463
4-Mar-20,Packing Line 08,2nd,63.80%,0.999460373,0.639162254,0.999082413,14,20688,0.599999962,32414.584
5-Mar-20,Packing Line 08,2nd,46.60%,1,0.465839005,0.999504471,0,12101,0.600000038,25989.666
6-Mar-20,Packing Line 08,2nd,52.00%,1,0.520462341,0.999822922,0,11291,0.600000076,21698.016
7-Mar-20,Packing Line 08,2nd,70.20%,1,0.705955963,0.99480751,0,17051,0.600000038,24279.135
8-Mar-20,Packing Line 08,2nd,73.00%,1,0.899413592,0.995672277,0,16569.99951,1.800000038,22705.23
9-Mar-20,Packing Line 08,2nd,67.90%,1,0.68169281,0.995708923,0,15779,0.600000038,23246.543
10-Mar-20,Packing Line 08,2nd,71.10%,1,0.7124897,0.99787056,0,14527.00098,0.600000038,20432.576
11-Mar-20,Packing Line 08,2nd,77.00%,1,0.771743393,0.997962646,0,18124,0.600000038,23532.434
12-Mar-20,Packing Line 08,2nd,70.70%,1,0.709210663,0.996305542,0,19956,0.599999962,28242.664
13-Mar-20,Packing Line 08,2nd,76.10%,1,0.765098724,0.994615707,0,22352,0.600000153,29372.68
14-Mar-20,Packing Line 08,2nd,67.50%,1,0.677055511,0.997366333,0,16284,0.600000038,24114.715
15-Mar-20,Packing Line 08,2nd,62.60%,0.77005621,0.675965843,0.997624168,3600,18310,1.2,29255.16
16-Mar-20,Packing Line 08,2nd,68.10%,1,0.681977615,0.999248352,0,21271,0.600000038,31213.633
17-Mar-20,Packing Line 08,2nd,72.20%,1,0.722578812,0.999110489,0,16849,0.600000076,23338.631
18-Mar-20,Packing Line 08,2nd,66.40%,0.967303085,0.687471008,0.997814636,846,21460.00195,0.600000038,32341.703
19-Mar-20,Packing Line 08,2nd,87.10%,1,0.878796501,0.997372856,0,29696.99707,1.200000038,34113.836
21-Mar-20,Packing Line 08,2nd,73.20%,0.995575256,0.74050415,0.993251724,100,20606,0.600000038,28140.564
22-Mar-20,Packing Line 08,2nd,55.30%,0.889905586,0.716465092,0.996334686,4500,18268,1.200000076,33043.695
23-Mar-20,Packing Line 08,2nd,73.10%,1,0.734217529,0.995268173,0,14513,0.599999962,19860.6
24-Mar-20,Packing Line 08,2nd,72.50%,0.979217453,0.742336273,0.997635193,503,21515,0.600000038,29668.102
25-Mar-20,Packing Line 08,2nd,81.10%,1,0.812302399,0.997922668,0,22098,0.599999962,27260.783
26-Mar-20,Packing Line 08,2nd,57.60%,0.86162941,0.670281677,0.997525253,3300,14914,0.600000038,25887.635
27-Mar-20,Packing Line 08,2nd,88.30%,0.965171661,0.915541687,0.99961441,285,5185,0.600000038,5869.939
28-Mar-20,Packing Line 08,2nd,66.70%,0.985765076,0.681271667,0.993311386,316,17227.00195,0.600000038,25824.414
30-Mar-20,Packing Line 08,2nd,67.10%,1,0.670817642,1,0,16855,0.600000038,25126.053
31-Mar-20,Packing Line 08,2nd,63.80%,1,0.679969215,1,0,6386,1.200000076,10014.088
2-Apr-20,Packing Line 08,2nd,88.20%,1,0.882485962,1,0,27799,0.599999962,31500.785
3-Apr-20,Packing Line 08,2nd,65.90%,0.99948822,0.658844376,1,13,20891,0.600000038,31724.787
6-Apr-20,Packing Line 08,2nd,85.00%,1,0.849773483,1,0,28362,0.600000038,33375.953
7-Apr-20,Packing Line 08,2nd,81.40%,0.994762115,0.81853569,1,133,25846,0.600000076,31742.16
8-Apr-20,Packing Line 08,2nd,99.40%,0.998485336,0.995587616,1,37,22701,0.600000038,22836.199
9-Apr-20,Packing Line 08,2nd,76.90%,1,0.769136047,1,0,15895,0.600000038,20666.045
10-Apr-20,Packing Line 08,2nd,89.90%,0.999601593,0.899222031,1,11,23857,0.599999962,26541.285
2-Jan-20,Packing Line 08,1st,49.90%,0.855894165,0.583593292,0.999157333,3561,15414,0.600000038,30885.25
3-Jan-20,Packing Line 08,1st,61.80%,1,0.321668282,0.664541016,0,9469,1.800000114,15321.083
4-Jan-20,Packing Line 08,1st,70.10%,1,0.702469788,0.998453445,0,3228,0.599999962,4602.3335
6-Jan-20,Packing Line 08,1st,44.90%,1,0.450848274,0.996871185,0,8921,0.599999962,19849.25
7-Jan-20,Packing Line 08,1st,58.60%,1,0.586844864,0.99880127,0,16664,0.600000038,28430
8-Jan-20,Packing Line 08,1st,37.50%,0.990303879,0.378887329,0.998542938,142,6853,0.600000038,18290.916
9-Jan-20,Packing Line 08,1st,63.00%,1,0.630966263,0.998965378,0,17380,0.600000038,27573.584
10-Jan-20,Packing Line 08,1st,54.10%,0.986406479,0.549609299,0.997733154,248,12324,0.600000038,22783.859
11-Jan-20,Packing Line 08,1st,57.30%,1,0.574583168,0.997901688,0,17596,0.600000038,30688.334
13-Jan-20,Packing Line 08,1st,65.20%,1,0.652525635,0.999941559,0,17121,0.600000038,26239.584
14-Jan-20,Packing Line 08,1st,38.00%,0.957458649,0.397142754,1,614,4647.000488,0.600000038,12220.98
15-Jan-20,Packing Line 08,1st,53.60%,0.991154175,0.542291107,0.997892838,166,9945,0.600000076,18541.6
16-Jan-20,Packing Line 08,1st,73.80%,0.989358826,0.746718597,0.998978577,237,20537.75,0.600000038,27828.25
17-Jan-20,Packing Line 08,1st,52.50%,0.995676804,0.527747574,0.999780579,90,13670,0.600000076,26020.711
18-Jan-20,Packing Line 08,1st,67.50%,0.974001274,0.69115551,0.99916317,575,20128,1.200000076,29841.25
20-Jan-20,Packing Line 08,1st,33.20%,0.692218933,0.480566139,0.996911621,2401,3228,0.600000038,9733.75
21-Jan-20,Packing Line 08,1st,61.00%,1,0.611045761,0.998371506,0,12874,0.600000076,21103.166
22-Jan-20,Packing Line 08,1st,68.40%,0.986666718,0.694842224,0.998273468,300,19081,0.600000038,27880.137
23-Jan-20,Packing Line 08,1st,76.10%,1,0.76142807,0.999076004,0,20544,0.600000038,27005.834
24-Jan-20,Packing Line 08,1st,37.00%,0.995924873,0.34790781,1,125,4853.999023,1.200000114,13117.213
27-Jan-20,Packing Line 08,1st,50.60%,0.95895668,0.528281975,0.999606018,642,7611,0.599999962,15029.623
28-Jan-20,Packing Line 08,1st,64.20%,0.965568924,0.664530411,0.999912796,574,11467,0.600000076,17872.674
29-Jan-20,Packing Line 08,1st,66.60%,0.967332993,0.689036179,0.999224091,657,16741,0.600000038,25136.248
30-Jan-20,Packing Line 08,1st,68.00%,0.989130402,0.688375931,0.998889008,230,17981,0.600000038,26437.318
31-Jan-20,Packing Line 08,1st,72.00%,0.997325134,0.723112106,0.998792267,61,19848,0.600000038,27554.922
2-Feb-20,Packing Line 08,1st,62.20%,0.982519836,0.633769226,0.99890976,491,20157,0.600000038,32406.129
4-Feb-20,Packing Line 08,1st,63.80%,0.999623413,0.638804131,0.998636932,9,19048,0.600000038,29870.166
5-Feb-20,Packing Line 08,1st,55.10%,0.971394272,0.568335724,0.997625275,571,12603,0.599999962,22882.635
6-Feb-20,Packing Line 08,1st,65.00%,1,0.650912628,0.99928833,0,16850,0.600000038,25905.166
7-Feb-20,Packing Line 08,1st,7.20%,0.188169384,0.380703812,1,21300,1347,0.600000038,18803.184
10-Feb-20,Packing Line 08,1st,60.10%,0.998332977,0.601600113,0.999911804,32,11333.99805,0.600000038,18872.877
11-Feb-20,Packing Line 08,1st,28.60%,0.987338638,0.289381199,0.999273529,156,2751,0.600000038,9635.4004
12-Feb-20,Packing Line 08,1st,53.10%,0.999799042,0.532029152,0.997854919,4,13025,0.600000038,24539.303
13-Feb-20,Packing Line 08,1st,46.60%,1,0.467448959,0.99768158,0,5164.000488,0.599999962,11072.868
14-Feb-20,Packing Line 08,1st,64.30%,0.992363739,0.649657059,0.997085648,154,13685,0.600000038,21289.1
17-Feb-20,Packing Line 08,1st,66.60%,0.975193939,0.683193054,0.999620895,550,18458,0.600000076,27715
18-Feb-20,Packing Line 08,1st,70.50%,0.994883499,0.708824387,1,108,18600,0.600000038,26375.584
19-Feb-20,Packing Line 08,1st,60.20%,1,0.602380028,0.999792862,0,9654.000977,0.599999962,16029.75
20-Feb-20,Packing Line 08,1st,50.50%,0.993239975,0.509799347,0.997928009,98,9151,0.600000038,18109.893
21-Feb-20,Packing Line 08,1st,64.90%,0.991429901,0.655441437,0.998532867,206,19057,0.599999962,29369.48
24-Feb-20,Packing Line 08,1st,63.50%,0.981806793,0.647258301,1,378,9458,0.600000076,14883.177
25-Feb-20,Packing Line 08,1st,63.40%,0.991805344,0.64022789,0.998876495,193,18671,0.599999962,29437.084
26-Feb-20,Packing Line 08,1st,53.80%,0.949916153,0.567692871,0.996950302,1194,16018,0.599999962,29794.5
27-Feb-20,Packing Line 08,1st,55.60%,0.969268799,0.573304901,0.999795532,646,9777,0.599999962,17598.051
28-Feb-20,Packing Line 08,1st,61.70%,1,0.617703362,0.999514618,0,18534,0.600000038,30019.262
29-Feb-20,Packing Line 08,1st,75.60%,0.999029007,0.758615646,0.997949677,21,19469,0.599999962,25741.576
2-Mar-20,Packing Line 08,1st,50.80%,0.999810257,0.508246002,0.999181671,4,8547,0.599999962,16833.625
3-Mar-20,Packing Line 08,1st,63.70%,0.994386826,0.642492905,0.996583023,144,20416,0.599999962,32065.164
4-Mar-20,Packing Line 08,1st,72.20%,1,0.723793335,0.997157059,0,26306,0.599999962,36448.25
5-Mar-20,Packing Line 08,1st,45.80%,0.976764526,0.473255119,0.991754684,558,12389,0.599999962,27023.822
6-Mar-20,Packing Line 08,1st,68.50%,0.990188522,0.693411026,0.998260803,217,18941,0.600000038,27634.416
7-Mar-20,Packing Line 08,1st,67.30%,1,0.67568985,0.99637291,0,21976,0.600000038,32642.195
8-Mar-20,Packing Line 08,1st,59.20%,0.992496872,0.595998001,1,133,7602,0.600000038,12851.504
9-Mar-20,Packing Line 08,1st,75.90%,1,0.764021912,0.993964462,0,19927,0.600000038,26240.084
10-Mar-20,Packing Line 08,1st,75.60%,1,0.756230774,0.999138947,0,24368,0.600000038,32250.738
11-Mar-20,Packing Line 08,1st,57.60%,0.983268509,0.586509285,0.99870697,284,10813,0.600000038,18774.188
12-Mar-20,Packing Line 08,1st,85.10%,0.998182602,0.852707825,0.999528885,38,12729.00488,0.600000076,14961.973
13-Mar-20,Packing Line 08,1st,81.60%,0.997418137,0.818753586,0.999751129,62,24102,0.599999962,29520.975
14-Mar-20,Packing Line 08,1st,75.90%,1,0.762696075,0.99544548,0,24042,0.600000038,31666.609
15-Mar-20,Packing Line 08,1st,66.30%,0.999841843,0.664236755,0.998000717,4,20965,0.600000038,31630.775
16-Mar-20,Packing Line 08,1st,70.20%,1,0.69116869,0.997360306,0,22592,1.200000114,32183.146
17-Mar-20,Packing Line 08,1st,88.40%,0.999479599,0.828252087,1,5,7667,1.2,8668.2852
18-Mar-20,Packing Line 08,1st,69.80%,1,0.69912632,0.997529716,0,20675,1.199999924,29614.227
19-Mar-20,Packing Line 08,1st,67.00%,0.991482468,0.67587822,0.999083786,111,10905,0.600000076,16288.094
20-Mar-20,Packing Line 08,1st,66.80%,0.993973122,0.605245476,0.99703907,313,32717.99805,1.200000114,49006.977
21-Mar-20,Packing Line 08,1st,74.00%,1,0.736179733,0.999473114,0,24353,1.2,32925.613
22-Mar-20,Packing Line 08,1st,72.70%,1,0.709710217,0.997527313,0,17634,1.200000114,24259
23-Mar-20,Packing Line 08,1st,71.80%,0.986248207,0.753266182,0.999064713,468,24594,1.200000114,34264.594
24-Mar-20,Packing Line 08,1st,76.60%,0.984497948,0.802373695,0.999074364,315,17044.00098,1.200000076,22240.445
25-Mar-20,Packing Line 08,1st,73.10%,0.978155327,0.748194427,0.999149437,603,24675,1.200000114,33761.156
26-Mar-20,Packing Line 08,1st,75.30%,0.931635857,0.794555893,0.995985107,1568,22482,1.199999924,29871.238
27-Mar-20,Packing Line 08,1st,53.50%,1,0.575855344,0.992892481,0,3447,1.799999962,6438.4937
28-Mar-20,Packing Line 08,1st,71.10%,1,0.711145744,0.993533134,0,16659,1.200000076,23443.861
29-Mar-20,Packing Line 08,1st,67.20%,1,0.669145889,0.992907257,0,37266,1.200000114,55429.426
30-Mar-20,Packing Line 08,1st,71.00%,0.891280708,0.777962837,0.995769882,2399,19858,1.200000114,27985.172
31-Mar-20,Packing Line 08,1st,66.70%,1,0.674538651,1,0,35882,1.200000076,53764.914
1-Apr-20,Packing Line 08,1st,68.20%,0.995837746,0.67328846,1,275,36997,1.200000076,54265.262
2-Apr-20,Packing Line 08,1st,83.70%,1,0.839302597,1,0,24069,1.200000076,28764.738
3-Apr-20,Packing Line 08,1st,60.80%,1,0.921316853,1,0,15705,2.400000114,25849.332
6-Apr-20,Packing Line 08,1st,68.00%,1,0.679612961,1,0,14555,0.600000076,21416.6
7-Apr-20,Packing Line 08,1st,76.20%,1,0.762342606,1,0,19310,0.600000076,25329.818
8-Apr-20,Packing Line 08,1st,63.00%,0.972826385,0.64757576,1,536,15533,0.600000038,24656.387
9-Apr-20,Packing Line 08,1st,69.90%,1,0.699268494,1,0,21049,0.600000038,30101.459
10-Apr-20,Packing Line 08,1st,82.50%,0.988210093,1.039009628,1,110,18667,1.800000114,22614.301
2-Jan-20,Packing Line 09,3rd,117.90%,1,1.173292389,0.994699059,0,14850,1.200000114,12597.916
3-Jan-20,Packing Line 09,3rd,62.10%,0.854593201,0.726278992,0.999904709,3430,10490,0.600000076,16902.617
4-Jan-20,Packing Line 09,3rd,94.70%,0.870169144,1.090532913,0.998310013,3346,17131,0.600000076,18083.182
6-Jan-20,Packing Line 09,3rd,28.60%,0.846929131,0.416333237,0.999603195,4860,3900,1.200000114,13639.549
7-Jan-20,Packing Line 09,3rd,89.20%,0.949502182,0.939783249,0.99922821,1344,16830,0.599999962,18875.383
8-Jan-20,Packing Line 09,3rd,85.20%,0.918610992,0.92839859,0.999299698,2100,15697.00195,0.600000153,18418.523
9-Jan-20,Packing Line 09,3rd,104.10%,0.934798355,1.113252869,0.999854279,1801,20582,0.600000038,19780.584
10-Jan-20,Packing Line 09,3rd,101.70%,0.934492111,1.088504639,0.999520874,1500,16687,0.599999962,16412.717
11-Jan-20,Packing Line 09,3rd,103.70%,0.976542358,1.062087097,0.999894714,600,18988,0.600000038,18309.385
13-Jan-20,Packing Line 09,3rd,77.70%,0.876348495,0.888855743,0.997533951,3003,13349,0.600000038,17179.594
14-Jan-20,Packing Line 09,3rd,93.20%,0.984682541,0.94791748,0.998422546,421,18355,0.600000038,19695.783
15-Jan-20,Packing Line 09,3rd,93.80%,0.928698502,0.940558929,0.999816895,1200,14637,1.200000076,15611.1
16-Jan-20,Packing Line 09,3rd,90.40%,0.988777542,0.914928589,0.999364548,300,17299,0.600000038,19134.244
17-Jan-20,Packing Line 09,3rd,87.80%,0.88701416,0.990536346,0.999445801,3000,16231,0.600000038,18483.535
18-Jan-20,Packing Line 09,3rd,98.90%,0.951964722,1.039138641,0.99937088,1198,17474,0.600000038,17675.482
20-Jan-20,Packing Line 09,3rd,81.40%,0.924992523,0.775326347,0.999358253,1006,10724,1.200000076,13168.217
21-Jan-20,Packing Line 09,3rd,93.30%,0.929571915,1.006920547,0.997157593,1800,16839,0.600000038,18041.568
22-Jan-20,Packing Line 09,3rd,74.60%,0.94484127,0.799027863,0.999685364,2641,12867,1.2,17258.453
23-Jan-20,Packing Line 09,3rd,94.70%,0.914435883,1.035688019,0.99981987,2100,16653,0.599999962,17586.867
24-Jan-20,Packing Line 09,3rd,77.70%,0.928109436,0.837844391,0.999841003,1623,12578,0.600000038,16177.75
27-Jan-20,Packing Line 09,3rd,87.10%,0.851999435,1.023002853,0.999844818,3120,12888,0.599999962,14788.93
28-Jan-20,Packing Line 09,3rd,66.30%,0.559097939,0.732115231,1,5757,9531,1.200000076,14374.306
29-Jan-20,Packing Line 09,3rd,117.30%,1,1.173630676,0.999858093,0,21138,0.600000076,18013.332
30-Jan-20,Packing Line 09,3rd,103.80%,0.931942673,1.113629913,0.999898453,1801,19691,0.599999962,18974.998
31-Jan-20,Packing Line 09,3rd,109.60%,0.959167023,1.143312836,0.999511108,1200,22489,0.600000038,20517.443
1-Feb-20,Packing Line 09,3rd,111.20%,0.987079849,1.127284851,0.999756317,133,8206,0.599999962,7376.5171
3-Feb-20,Packing Line 09,3rd,112.60%,0.967486725,1.163660736,0.999711227,900,20770,0.600000038,18454
4-Feb-20,Packing Line 09,3rd,99.00%,0.922260933,1.012270088,0.999788284,2401,28237,1.200000229,28528.262
5-Feb-20,Packing Line 09,3rd,94.80%,0.947314034,0.935296936,0.99974514,1500,26184,1.200000076,27616.961
6-Feb-20,Packing Line 09,3rd,97.40%,0.968340187,0.91645153,0.999602242,1801,28274,1.2,29042.266
7-Feb-20,Packing Line 09,3rd,114.80%,0.968963394,1.176740685,0.999403,900,19061,1.200000076,16598.65
10-Feb-20,Packing Line 09,3rd,107.50%,0.960680771,1.119127121,0.999830093,901,17651,0.600000038,16420.432
11-Feb-20,Packing Line 09,3rd,105.60%,0.938192749,1.126269455,0.999262848,1500,17621,0.599999962,16688.469
12-Feb-20,Packing Line 09,3rd,101.50%,0.929358521,1.123191414,0.999439735,3000,24404,1.200000038,24041.703
13-Feb-20,Packing Line 09,3rd,105.60%,0.941093597,1.122999344,0.999532394,1379,17100,0.600000038,16187.767
14-Feb-20,Packing Line 09,3rd,67.80%,0.568428523,0.599624049,0.999862874,5966,10199,1.800000038,15037.489
16-Feb-20,Packing Line 09,3rd,113.50%,0.951461639,1.193248749,0.999915237,704,11799,0.600000038,10393.45
17-Feb-20,Packing Line 09,3rd,113.10%,0.951556931,1.188549194,0.999936905,1019,15859,0.600000076,14023.333
18-Feb-20,Packing Line 09,3rd,118.00%,0.981710281,1.204366837,0.997984085,481,20792,0.600000038,17621
19-Feb-20,Packing Line 09,3rd,108.50%,1,1.085881729,0.999572296,0,21034,0.599999962,19378.723
20-Feb-20,Packing Line 09,3rd,122.50%,1,1.225097504,0.999593353,0,22121,0.600000038,18063.867
21-Feb-20,Packing Line 09,3rd,107.70%,0.984910469,0.557607841,0.499847412,900,22929,1.200000076,21298.416
23-Feb-20,Packing Line 09,3rd,79.80%,0.649469454,1.171218147,0.998527184,7053,13754,2.400000076,17231.025
24-Feb-20,Packing Line 09,3rd,85.40%,0.826131058,1.036528854,0.997528,3601,12106,0.600000038,14172.459
25-Feb-20,Packing Line 09,3rd,54.60%,0.562196121,0.972141953,0.999870605,8644,7728,0.600000076,14141.835
26-Feb-20,Packing Line 09,3rd,96.40%,0.953483887,1.011889343,0.99953949,1199,17365,0.599999962,18006.465
27-Feb-20,Packing Line 09,3rd,114.80%,0.980769196,1.171638489,0.998889847,507,20695,0.600000038,18029.654
28-Feb-20,Packing Line 09,3rd,75.70%,0.671387196,0.992738075,0.999495163,7685,13970,1.200000114,18445.373
29-Feb-20,Packing Line 09,3rd,81.50%,0.993050003,0.821057358,0.999548264,158,13276,0.600000038,16289.916
2-Mar-20,Packing Line 09,3rd,109.20%,0.963591309,1.136030197,0.997771301,925,19251,0.599999924,17625.422
3-Mar-20,Packing Line 09,3rd,56.60%,0.853752708,0.673598709,0.999362373,5825,15772,1.2,27848.225
4-Mar-20,Packing Line 09,3rd,99.10%,0.950569763,1.043266449,0.99891449,1258,17484,0.600000076,17649.537
5-Mar-20,Packing Line 09,3rd,62.60%,0.741368179,0.796265793,0.998957253,5101,11608,1.2,18528.918
6-Mar-20,Packing Line 09,3rd,89.40%,0.9025737,0.991515198,0.998763275,2400,15343.99805,0.600000076,17166.98
7-Mar-20,Packing Line 09,3rd,115.50%,0.964498444,1.198833008,0.998881912,900,19654,0.599999962,17016.75
8-Mar-20,Packing Line 09,3rd,88.90%,0.903245316,0.986028366,0.997723007,2400,15336,0.600000076,17258.656
9-Mar-20,Packing Line 09,3rd,65.40%,0.899079056,0.727257614,0.999819641,2400,11088,0.600000038,16960.762
10-Mar-20,Packing Line 09,3rd,55.30%,0.879301529,0.629154663,0.999432678,2841,14094,0.600000038,25490.916
11-Mar-20,Packing Line 09,3rd,65.80%,0.776740265,0.587908154,0.999938278,2353,17133,1.200000114,26046.416
12-Mar-20,Packing Line 09,3rd,57.50%,0.918290939,0.626753197,0.998614044,1987,15131,0.600000038,26326.5
13-Mar-20,Packing Line 09,3rd,52.20%,0.784131889,0.44738781,0.999499626,1166,14410,1.2,27587.082
14-Mar-20,Packing Line 09,3rd,69.40%,0.892397842,0.777985077,0.999269485,2351,16415,0.600000076,23660.748
15-Mar-20,Packing Line 09,3rd,39.90%,0.902624512,0.442493172,0.998249588,2701,11976,0.600000076,30037.168
16-Mar-20,Packing Line 09,3rd,51.80%,0.807670822,0.641976547,0.999734268,5160,15049,0.600000076,29031.5
17-Mar-20,Packing Line 09,3rd,74.80%,1,0.75027153,0.99734581,0,20667,0.599999924,27619.336
18-Mar-20,Packing Line 09,3rd,55.90%,0.5,0.282466831,0.499262428,375,14215,1.2,25449.418
19-Mar-20,Packing Line 09,3rd,63.10%,0.942375031,0.669898682,0.999277496,1284,15213,0.599999962,24115.479
20-Mar-20,Packing Line 09,3rd,60.30%,0.882601776,0.684379196,0.997521286,2969,16500,0.600000038,27384.205
21-Mar-20,Packing Line 09,3rd,64.70%,0.999522018,0.647785873,0.999931717,10,14657,0.599999962,22638.666
22-Mar-20,Packing Line 09,3rd,63.60%,0.891387405,0.714758911,0.998075638,2700,17115,0.599999962,26914.564
23-Mar-20,Packing Line 09,3rd,69.90%,1,0.700203629,0.998885422,0,18820,0.600000038,26907.885
24-Mar-20,Packing Line 09,3rd,64.20%,0.997148743,0.643932266,0.999502945,66,16087,0.600000038,25066.334
25-Mar-20,Packing Line 09,3rd,70.80%,1,0.709187088,0.998394547,0,19900,0.599999962,28105.418
26-Mar-20,Packing Line 09,3rd,65.30%,0.993331757,0.65738533,0.999414597,145,15365,0.600000038,23543.582
27-Mar-20,Packing Line 09,3rd,15.90%,0.317285328,0.502967949,0.998828506,27000,6821,0.600000038,42792.418
