Day of Start Time,Location Name,Shift Name,Avg. Quality
24-Feb-20,Packing Line 06,2nd,0.997664795
25-Feb-20,Packing Line 06,2nd,0.995672455
26-Feb-20,Packing Line 06,2nd,0.997601318
27-Feb-20,Packing Line 06,2nd,0.999228973
28-Feb-20,Packing Line 06,2nd,0.996719666
29-Feb-20,Packing Line 06,2nd,0.998577576
2-Mar-20,Packing Line 06,2nd,0.998185272
3-Mar-20,Packing Line 06,2nd,0.998297348
4-Mar-20,Packing Line 06,2nd,0.998313828
5-Mar-20,Packing Line 06,2nd,0.99951416
6-Mar-20,Packing Line 06,2nd,0.999469299
7-Mar-20,Packing Line 06,2nd,1
8-Mar-20,Packing Line 06,2nd,0.994165726
9-Mar-20,Packing Line 06,2nd,0.997550049
10-Mar-20,Packing Line 06,2nd,0.992622833
11-Mar-20,Packing Line 06,2nd,0.99614769
12-Mar-20,Packing Line 06,2nd,0.994733887
13-Mar-20,Packing Line 06,2nd,0.998055649
15-Mar-20,Packing Line 06,2nd,0.99818512
16-Mar-20,Packing Line 06,2nd,0.99760231
17-Mar-20,Packing Line 06,2nd,0.497231483
18-Mar-20,Packing Line 06,2nd,0.997374496
19-Mar-20,Packing Line 06,2nd,0.995497742
20-Mar-20,Packing Line 06,2nd,0.996765671
21-Mar-20,Packing Line 06,2nd,0.998035355
22-Mar-20,Packing Line 06,2nd,0.994863663
23-Mar-20,Packing Line 06,2nd,0.992445488
24-Mar-20,Packing Line 06,2nd,0.981584473
25-Mar-20,Packing Line 06,2nd,0.997815361
26-Mar-20,Packing Line 06,2nd,0.997747803
27-Mar-20,Packing Line 06,2nd,0.997062912
28-Mar-20,Packing Line 06,2nd,0.998316193
29-Mar-20,Packing Line 06,2nd,0.992327843
30-Mar-20,Packing Line 06,2nd,1
31-Mar-20,Packing Line 06,2nd,1
1-Apr-20,Packing Line 06,2nd,1
2-Apr-20,Packing Line 06,2nd,1
3-Apr-20,Packing Line 06,2nd,1
6-Apr-20,Packing Line 06,2nd,1
7-Apr-20,Packing Line 06,2nd,1
8-Apr-20,Packing Line 06,2nd,1
9-Apr-20,Packing Line 06,2nd,1
10-Apr-20,Packing Line 06,2nd,1
3-Jan-20,Packing Line 06,1st,0.997539317
4-Jan-20,Packing Line 06,1st,0.998367577
6-Jan-20,Packing Line 06,1st,0.97761795
7-Jan-20,Packing Line 06,1st,0.997230034
8-Jan-20,Packing Line 06,1st,0.997632484
9-Jan-20,Packing Line 06,1st,0.997281113
10-Jan-20,Packing Line 06,1st,0.998852768
11-Jan-20,Packing Line 06,1st,0.99780735
13-Jan-20,Packing Line 06,1st,0.999076309
14-Jan-20,Packing Line 06,1st,0.998596115
15-Jan-20,Packing Line 06,1st,0.988111038
16-Jan-20,Packing Line 06,1st,0.997222862
17-Jan-20,Packing Line 06,1st,0.999134331
18-Jan-20,Packing Line 06,1st,0.998385773
20-Jan-20,Packing Line 06,1st,0.996942253
21-Jan-20,Packing Line 06,1st,0.996842346
22-Jan-20,Packing Line 06,1st,0.999135971
23-Jan-20,Packing Line 06,1st,0.998085594
24-Jan-20,Packing Line 06,1st,0.997833862
27-Jan-20,Packing Line 06,1st,0.990895462
28-Jan-20,Packing Line 06,1st,0.990268326
29-Jan-20,Packing Line 06,1st,0.996018066
30-Jan-20,Packing Line 06,1st,0.990401459
31-Jan-20,Packing Line 06,1st,0.999701385
2-Feb-20,Packing Line 06,1st,0.988175659
3-Feb-20,Packing Line 06,1st,0.997645645
4-Feb-20,Packing Line 06,1st,0.999385681
5-Feb-20,Packing Line 06,1st,0.998192139
6-Feb-20,Packing Line 06,1st,0.998667526
7-Feb-20,Packing Line 06,1st,0.99571888
8-Feb-20,Packing Line 06,1st,0.997746201
10-Feb-20,Packing Line 06,1st,0.996523972
11-Feb-20,Packing Line 06,1st,0.993221359
12-Feb-20,Packing Line 06,1st,0.99771244
13-Feb-20,Packing Line 06,1st,0.998379669
14-Feb-20,Packing Line 06,1st,0.98874218
17-Feb-20,Packing Line 06,1st,0.984081853
18-Feb-20,Packing Line 06,1st,0.992181396
19-Feb-20,Packing Line 06,1st,0.994986382
20-Feb-20,Packing Line 06,1st,0.996178398
21-Feb-20,Packing Line 06,1st,0.997480164
24-Feb-20,Packing Line 06,1st,0.99878479
25-Feb-20,Packing Line 06,1st,0.997858327
26-Feb-20,Packing Line 06,1st,0.996293068
27-Feb-20,Packing Line 06,1st,0.999590658
28-Feb-20,Packing Line 06,1st,0.999748917
29-Feb-20,Packing Line 06,1st,0.999851418
2-Mar-20,Packing Line 06,1st,0.999385185
3-Mar-20,Packing Line 06,1st,0.997736257
4-Mar-20,Packing Line 06,1st,0.999214147
5-Mar-20,Packing Line 06,1st,0.998874817
6-Mar-20,Packing Line 06,1st,0.995273158
7-Mar-20,Packing Line 06,1st,1
8-Mar-20,Packing Line 06,1st,0.998250885
9-Mar-20,Packing Line 06,1st,0.997632751
10-Mar-20,Packing Line 06,1st,0.998434652
11-Mar-20,Packing Line 06,1st,0.998748957
12-Mar-20,Packing Line 06,1st,0.998696823
14-Mar-20,Packing Line 06,1st,0.997663574
15-Mar-20,Packing Line 06,1st,0.998024979
16-Mar-20,Packing Line 06,1st,0.979785805
17-Mar-20,Packing Line 06,1st,0.998528824
18-Mar-20,Packing Line 06,1st,0.999192429
19-Mar-20,Packing Line 06,1st,0.987893219
20-Mar-20,Packing Line 06,1st,0.991737061
21-Mar-20,Packing Line 06,1st,0.499001389
22-Mar-20,Packing Line 06,1st,0.997933629
23-Mar-20,Packing Line 06,1st,0.986433818
24-Mar-20,Packing Line 06,1st,0.993179932
25-Mar-20,Packing Line 06,1st,0.499541092
26-Mar-20,Packing Line 06,1st,0.989609528
27-Mar-20,Packing Line 06,1st,0.99060847
28-Mar-20,Packing Line 06,1st,0.998405228
29-Mar-20,Packing Line 06,1st,0.986561813
30-Mar-20,Packing Line 06,1st,0.997226944
31-Mar-20,Packing Line 06,1st,1
1-Apr-20,Packing Line 06,1st,1
2-Apr-20,Packing Line 06,1st,1
3-Apr-20,Packing Line 06,1st,1
6-Apr-20,Packing Line 06,1st,1
7-Apr-20,Packing Line 06,1st,1
8-Apr-20,Packing Line 06,1st,1
9-Apr-20,Packing Line 06,1st,1
10-Apr-20,Packing Line 06,1st,1
2-Jan-20,Packing Line 07,3rd,0.973432922
3-Jan-20,Packing Line 07,3rd,0.982677434
4-Jan-20,Packing Line 07,3rd,0.96934967
6-Jan-20,Packing Line 07,3rd,0.993215408
7-Jan-20,Packing Line 07,3rd,0.983008995
8-Jan-20,Packing Line 07,3rd,0.98435257
9-Jan-20,Packing Line 07,3rd,0.246789761
10-Jan-20,Packing Line 07,3rd,0.992367706
11-Jan-20,Packing Line 07,3rd,0.962208061
13-Jan-20,Packing Line 07,3rd,0.985242818
14-Jan-20,Packing Line 07,3rd,0.966176682
15-Jan-20,Packing Line 07,3rd,0.742473335
16-Jan-20,Packing Line 07,3rd,0.97742939
17-Jan-20,Packing Line 07,3rd,0.962666855
18-Jan-20,Packing Line 07,3rd,0.970454
20-Jan-20,Packing Line 07,3rd,0.988035965
21-Jan-20,Packing Line 07,3rd,0.989195328
22-Jan-20,Packing Line 07,3rd,0.989070084
23-Jan-20,Packing Line 07,3rd,0.991864929
24-Jan-20,Packing Line 07,3rd,0.943722763
27-Jan-20,Packing Line 07,3rd,0.987537537
28-Jan-20,Packing Line 07,3rd,0.993609314
29-Jan-20,Packing Line 07,3rd,0.991788483
30-Jan-20,Packing Line 07,3rd,0.994635773
31-Jan-20,Packing Line 07,3rd,0.980191676
3-Feb-20,Packing Line 07,3rd,0.999129906
4-Feb-20,Packing Line 07,3rd,0.985095164
5-Feb-20,Packing Line 07,3rd,0.991825638
7-Feb-20,Packing Line 07,3rd,0.847227249
10-Feb-20,Packing Line 07,3rd,0.99704834
11-Feb-20,Packing Line 07,3rd,0.562333069
12-Feb-20,Packing Line 07,3rd,0.792622009
13-Feb-20,Packing Line 07,3rd,0.989969889
14-Feb-20,Packing Line 07,3rd,0.974947815
16-Feb-20,Packing Line 07,3rd,0.996060944
17-Feb-20,Packing Line 07,3rd,0.980439873
18-Feb-20,Packing Line 07,3rd,0.97328907
19-Feb-20,Packing Line 07,3rd,0.852842048
20-Feb-20,Packing Line 07,3rd,0.974377441
21-Feb-20,Packing Line 07,3rd,0.991903839
23-Feb-20,Packing Line 07,3rd,0.992387695
24-Feb-20,Packing Line 07,3rd,0.987683563
25-Feb-20,Packing Line 07,3rd,0.987255478
26-Feb-20,Packing Line 07,3rd,0.995828171
27-Feb-20,Packing Line 07,3rd,0.99526123
28-Feb-20,Packing Line 07,3rd,0.933651581
29-Feb-20,Packing Line 07,3rd,0.984719009
2-Mar-20,Packing Line 07,3rd,0.994599304
3-Mar-20,Packing Line 07,3rd,0.994612732
4-Mar-20,Packing Line 07,3rd,0.970234985
5-Mar-20,Packing Line 07,3rd,0.995384369
6-Mar-20,Packing Line 07,3rd,0.997307472
7-Mar-20,Packing Line 07,3rd,0.989214325
8-Mar-20,Packing Line 07,3rd,0.657340953
9-Mar-20,Packing Line 07,3rd,0.99817009
10-Mar-20,Packing Line 07,3rd,0.969527054
11-Mar-20,Packing Line 07,3rd,0.990226669
12-Mar-20,Packing Line 07,3rd,0.986938095
13-Mar-20,Packing Line 07,3rd,0.994270172
14-Mar-20,Packing Line 07,3rd,0.983440857
15-Mar-20,Packing Line 07,3rd,0.997422028
16-Mar-20,Packing Line 07,3rd,0.988440094
17-Mar-20,Packing Line 07,3rd,0.982488785
18-Mar-20,Packing Line 07,3rd,0.978168907
19-Mar-20,Packing Line 07,3rd,0.979366074
20-Mar-20,Packing Line 07,3rd,0.98228878
21-Mar-20,Packing Line 07,3rd,0.987555981
22-Mar-20,Packing Line 07,3rd,0.986972122
23-Mar-20,Packing Line 07,3rd,0.971037216
24-Mar-20,Packing Line 07,3rd,0.980854149
25-Mar-20,Packing Line 07,3rd,0.985135117
26-Mar-20,Packing Line 07,3rd,0.978883591
27-Mar-20,Packing Line 07,3rd,0.985386086
28-Mar-20,Packing Line 07,3rd,0.975289917
29-Mar-20,Packing Line 07,3rd,0.968276469
30-Mar-20,Packing Line 07,3rd,1
31-Mar-20,Packing Line 07,3rd,1
1-Apr-20,Packing Line 07,3rd,1
2-Apr-20,Packing Line 07,3rd,1
3-Apr-20,Packing Line 07,3rd,1
6-Apr-20,Packing Line 07,3rd,1
7-Apr-20,Packing Line 07,3rd,1
8-Apr-20,Packing Line 07,3rd,1
9-Apr-20,Packing Line 07,3rd,1
2-Jan-20,Packing Line 07,2nd,0.986551437
3-Jan-20,Packing Line 07,2nd,0.984253235
4-Jan-20,Packing Line 07,2nd,0.969708023
6-Jan-20,Packing Line 07,2nd,0.990912476
7-Jan-20,Packing Line 07,2nd,0.96243515
8-Jan-20,Packing Line 07,2nd,0.978493958
9-Jan-20,Packing Line 07,2nd,0.96779541
10-Jan-20,Packing Line 07,2nd,0.999346542
11-Jan-20,Packing Line 07,2nd,0.981039734
13-Jan-20,Packing Line 07,2nd,0.94067749
14-Jan-20,Packing Line 07,2nd,0.979059067
15-Jan-20,Packing Line 07,2nd,0.996863785
16-Jan-20,Packing Line 07,2nd,0.97664917
17-Jan-20,Packing Line 07,2nd,0.983331375
18-Jan-20,Packing Line 07,2nd,0.975617447
20-Jan-20,Packing Line 07,2nd,0.975817719
21-Jan-20,Packing Line 07,2nd,0.974823685
22-Jan-20,Packing Line 07,2nd,0.984030457
23-Jan-20,Packing Line 07,2nd,0.978859787
24-Jan-20,Packing Line 07,2nd,0.947813225
27-Jan-20,Packing Line 07,2nd,0.986939163
28-Jan-20,Packing Line 07,2nd,0.993264771
29-Jan-20,Packing Line 07,2nd,0.991071396
30-Jan-20,Packing Line 07,2nd,0.983818817
31-Jan-20,Packing Line 07,2nd,0.961178207
3-Feb-20,Packing Line 07,2nd,0.988905258
4-Feb-20,Packing Line 07,2nd,0.994264374
5-Feb-20,Packing Line 07,2nd,0.977458496
6-Feb-20,Packing Line 07,2nd,0.965514069
7-Feb-20,Packing Line 07,2nd,0.95915535
10-Feb-20,Packing Line 07,2nd,0.989176788
11-Feb-20,Packing Line 07,2nd,0.956950645
12-Feb-20,Packing Line 07,2nd,0.97997242
13-Feb-20,Packing Line 07,2nd,0.9831884
14-Feb-20,Packing Line 07,2nd,0.979871979
17-Feb-20,Packing Line 07,2nd,0.993586197
18-Feb-20,Packing Line 07,2nd,0.947723999
19-Feb-20,Packing Line 07,2nd,0.971649323
20-Feb-20,Packing Line 07,2nd,0.982395325
21-Feb-20,Packing Line 07,2nd,0.973600311
24-Feb-20,Packing Line 07,2nd,0.989063416
25-Feb-20,Packing Line 07,2nd,0.980196304
26-Feb-20,Packing Line 07,2nd,0.977188263
27-Feb-20,Packing Line 07,2nd,0.994076767
28-Feb-20,Packing Line 07,2nd,0.96754776
29-Feb-20,Packing Line 07,2nd,0.969684601
2-Mar-20,Packing Line 07,2nd,0.993301277
3-Mar-20,Packing Line 07,2nd,0.989309998
4-Mar-20,Packing Line 07,2nd,0.990087891
5-Mar-20,Packing Line 07,2nd,0.988317719
6-Mar-20,Packing Line 07,2nd,0.97929863
7-Mar-20,Packing Line 07,2nd,0.994050598
8-Mar-20,Packing Line 07,2nd,0.987299042
9-Mar-20,Packing Line 07,2nd,0.988379745
10-Mar-20,Packing Line 07,2nd,0.920350113
12-Mar-20,Packing Line 07,2nd,0.989723511
13-Mar-20,Packing Line 07,2nd,0.989590225
14-Mar-20,Packing Line 07,2nd,0.982535629
15-Mar-20,Packing Line 07,2nd,0.991360931
16-Mar-20,Packing Line 07,2nd,0.976409836
17-Mar-20,Packing Line 07,2nd,0.972384644
18-Mar-20,Packing Line 07,2nd,0.982344666
19-Mar-20,Packing Line 07,2nd,0.974793854
20-Mar-20,Packing Line 07,2nd,0.976461868
21-Mar-20,Packing Line 07,2nd,0.967432098
22-Mar-20,Packing Line 07,2nd,0.965481262
23-Mar-20,Packing Line 07,2nd,0.926801682
27-Mar-20,Packing Line 07,2nd,0.985517769
28-Mar-20,Packing Line 07,2nd,0.957794647
29-Mar-20,Packing Line 07,2nd,0.956716385
30-Mar-20,Packing Line 07,2nd,0.993994293
31-Mar-20,Packing Line 07,2nd,1
1-Apr-20,Packing Line 07,2nd,1
2-Apr-20,Packing Line 07,2nd,1
3-Apr-20,Packing Line 07,2nd,1
6-Apr-20,Packing Line 07,2nd,1
7-Apr-20,Packing Line 07,2nd,1
8-Apr-20,Packing Line 07,2nd,1
9-Apr-20,Packing Line 07,2nd,1
10-Apr-20,Packing Line 07,2nd,1
2-Jan-20,Packing Line 07,1st,0.993363266
3-Jan-20,Packing Line 07,1st,0.98695549
4-Jan-20,Packing Line 07,1st,0.982241058
6-Jan-20,Packing Line 07,1st,0.985635681
7-Jan-20,Packing Line 07,1st,0.989875107
8-Jan-20,Packing Line 07,1st,0.974986572
9-Jan-20,Packing Line 07,1st,0.984557037
10-Jan-20,Packing Line 07,1st,0.987963943
11-Jan-20,Packing Line 07,1st,0.972152061
13-Jan-20,Packing Line 07,1st,0.984730492
14-Jan-20,Packing Line 07,1st,0.979146881
15-Jan-20,Packing Line 07,1st,0.956491394
16-Jan-20,Packing Line 07,1st,0.491335945
17-Jan-20,Packing Line 07,1st,0.968937988
18-Jan-20,Packing Line 07,1st,0.470545959
20-Jan-20,Packing Line 07,1st,0.981405792
21-Jan-20,Packing Line 07,1st,0.971670227
22-Jan-20,Packing Line 07,1st,0.963629684
23-Jan-20,Packing Line 07,1st,0.993701363
24-Jan-20,Packing Line 07,1st,0.980387421
27-Jan-20,Packing Line 07,1st,0.969801559
28-Jan-20,Packing Line 07,1st,0.996145401
29-Jan-20,Packing Line 07,1st,0.995905991
30-Jan-20,Packing Line 07,1st,0.98945961
31-Jan-20,Packing Line 07,1st,0.985953903
2-Feb-20,Packing Line 07,1st,0.9776548
4-Feb-20,Packing Line 07,1st,0.997068176
5-Feb-20,Packing Line 07,1st,0.972954178
6-Feb-20,Packing Line 07,1st,0.979255829
7-Feb-20,Packing Line 07,1st,0.974809189
10-Feb-20,Packing Line 07,1st,0.980301743
11-Feb-20,Packing Line 07,1st,0.974837646
12-Feb-20,Packing Line 07,1st,0.958595428
13-Feb-20,Packing Line 07,1st,0.992684326
14-Feb-20,Packing Line 07,1st,0.982132187
17-Feb-20,Packing Line 07,1st,0.996711349
18-Feb-20,Packing Line 07,1st,0.980261383
19-Feb-20,Packing Line 07,1st,0.989439697
20-Feb-20,Packing Line 07,1st,0.992137756
21-Feb-20,Packing Line 07,1st,0.991682968
24-Feb-20,Packing Line 07,1st,0.964162369
25-Feb-20,Packing Line 07,1st,0.486280594
26-Feb-20,Packing Line 07,1st,0.965102005
27-Feb-20,Packing Line 07,1st,0.99450592
28-Feb-20,Packing Line 07,1st,0.985226593
29-Feb-20,Packing Line 07,1st,0.996030426
2-Mar-20,Packing Line 07,1st,0.993575745
3-Mar-20,Packing Line 07,1st,0.991682968
4-Mar-20,Packing Line 07,1st,0.995473251
5-Mar-20,Packing Line 07,1st,0.98066227
6-Mar-20,Packing Line 07,1st,0.990088272
7-Mar-20,Packing Line 07,1st,0.995575943
8-Mar-20,Packing Line 07,1st,0.996289406
9-Mar-20,Packing Line 07,1st,0.996678162
10-Mar-20,Packing Line 07,1st,0.991404572
11-Mar-20,Packing Line 07,1st,0.988525162
12-Mar-20,Packing Line 07,1st,0.992410278
13-Mar-20,Packing Line 07,1st,0.981868362
14-Mar-20,Packing Line 07,1st,0.98618782
15-Mar-20,Packing Line 07,1st,0.984963837
16-Mar-20,Packing Line 07,1st,0.991330338
17-Mar-20,Packing Line 07,1st,0.993112335
18-Mar-20,Packing Line 07,1st,0.973170242
19-Mar-20,Packing Line 07,1st,0.987933121
20-Mar-20,Packing Line 07,1st,0.991558037
21-Mar-20,Packing Line 07,1st,0.988731613
22-Mar-20,Packing Line 07,1st,0.988487053
23-Mar-20,Packing Line 07,1st,0.96750248
24-Mar-20,Packing Line 07,1st,0.924072189
25-Mar-20,Packing Line 07,1st,0.969602509
26-Mar-20,Packing Line 07,1st,0.964316635
27-Mar-20,Packing Line 07,1st,0.97902832
28-Mar-20,Packing Line 07,1st,0.987307739
29-Mar-20,Packing Line 07,1st,0.95748558
30-Mar-20,Packing Line 07,1st,0.970494766
31-Mar-20,Packing Line 07,1st,1
1-Apr-20,Packing Line 07,1st,1
2-Apr-20,Packing Line 07,1st,1
3-Apr-20,Packing Line 07,1st,1
6-Apr-20,Packing Line 07,1st,1
7-Apr-20,Packing Line 07,1st,1
8-Apr-20,Packing Line 07,1st,1
9-Apr-20,Packing Line 07,1st,1
10-Apr-20,Packing Line 07,1st,1
2-Jan-20,Packing Line 08,3rd,0.999349925
3-Jan-20,Packing Line 08,3rd,1
4-Jan-20,Packing Line 08,3rd,0.998523458
6-Jan-20,Packing Line 08,3rd,0.999337311
7-Jan-20,Packing Line 08,3rd,0.999556503
8-Jan-20,Packing Line 08,3rd,0.999877739
9-Jan-20,Packing Line 08,3rd,0.999587504
10-Jan-20,Packing Line 08,3rd,0.999642105
11-Jan-20,Packing Line 08,3rd,0.999908524
13-Jan-20,Packing Line 08,3rd,1
14-Jan-20,Packing Line 08,3rd,0.999076157
15-Jan-20,Packing Line 08,3rd,0.999740257
16-Jan-20,Packing Line 08,3rd,0.999490356
17-Jan-20,Packing Line 08,3rd,0.999481812
18-Jan-20,Packing Line 08,3rd,0.999487801
20-Jan-20,Packing Line 08,3rd,0.998488388
21-Jan-20,Packing Line 08,3rd,0.666068014
22-Jan-20,Packing Line 08,3rd,0.998875122
23-Jan-20,Packing Line 08,3rd,0.999484444
24-Jan-20,Packing Line 08,3rd,0.499227409
27-Jan-20,Packing Line 08,3rd,0.998451729
28-Jan-20,Packing Line 08,3rd,0.994607468
29-Jan-20,Packing Line 08,3rd,0.999756165
30-Jan-20,Packing Line 08,3rd,0.999560394
31-Jan-20,Packing Line 08,3rd,0.99987704
3-Feb-20,Packing Line 08,3rd,0.999573975
4-Feb-20,Packing Line 08,3rd,0.997415695
5-Feb-20,Packing Line 08,3rd,0.996025162
6-Feb-20,Packing Line 08,3rd,1
7-Feb-20,Packing Line 08,3rd,0.999879913
11-Feb-20,Packing Line 08,3rd,0.999838333
12-Feb-20,Packing Line 08,3rd,0.997775345
13-Feb-20,Packing Line 08,3rd,0.993999557
14-Feb-20,Packing Line 08,3rd,1
16-Feb-20,Packing Line 08,3rd,0.997648849
17-Feb-20,Packing Line 08,3rd,1
18-Feb-20,Packing Line 08,3rd,0.999676437
19-Feb-20,Packing Line 08,3rd,0.997939224
20-Feb-20,Packing Line 08,3rd,0.99841156
21-Feb-20,Packing Line 08,3rd,0.999672852
23-Feb-20,Packing Line 08,3rd,0.999457779
24-Feb-20,Packing Line 08,3rd,0.997150497
25-Feb-20,Packing Line 08,3rd,0.998391418
26-Feb-20,Packing Line 08,3rd,0.997841263
27-Feb-20,Packing Line 08,3rd,0.999714661
28-Feb-20,Packing Line 08,3rd,0.998053818
29-Feb-20,Packing Line 08,3rd,0.499887276
2-Mar-20,Packing Line 08,3rd,0.996935501
3-Mar-20,Packing Line 08,3rd,0.998899231
4-Mar-20,Packing Line 08,3rd,0.980141068
5-Mar-20,Packing Line 08,3rd,0.998091202
6-Mar-20,Packing Line 08,3rd,0.999602661
7-Mar-20,Packing Line 08,3rd,0.999636536
8-Mar-20,Packing Line 08,3rd,0.999526443
9-Mar-20,Packing Line 08,3rd,0.999555969
10-Mar-20,Packing Line 08,3rd,0.997690582
11-Mar-20,Packing Line 08,3rd,0.994222946
12-Mar-20,Packing Line 08,3rd,0.999191437
13-Mar-20,Packing Line 08,3rd,0.999090958
14-Mar-20,Packing Line 08,3rd,0.998131256
15-Mar-20,Packing Line 08,3rd,0.998368835
16-Mar-20,Packing Line 08,3rd,0.998214417
17-Mar-20,Packing Line 08,3rd,0.995304413
18-Mar-20,Packing Line 08,3rd,0.998891602
19-Mar-20,Packing Line 08,3rd,0.997858429
20-Mar-20,Packing Line 08,3rd,0.997140198
21-Mar-20,Packing Line 08,3rd,0.992781296
22-Mar-20,Packing Line 08,3rd,0.999109573
23-Mar-20,Packing Line 08,3rd,0.996366882
24-Mar-20,Packing Line 08,3rd,0.998668365
25-Mar-20,Packing Line 08,3rd,0.996697769
26-Mar-20,Packing Line 08,3rd,0.997635574
27-Mar-20,Packing Line 08,3rd,0.992792511
28-Mar-20,Packing Line 08,3rd,0.994157486
29-Mar-20,Packing Line 08,3rd,0.992696915
30-Mar-20,Packing Line 08,3rd,1
31-Mar-20,Packing Line 08,3rd,1
1-Apr-20,Packing Line 08,3rd,1
2-Apr-20,Packing Line 08,3rd,1
3-Apr-20,Packing Line 08,3rd,1
4-Apr-20,Packing Line 08,3rd,0
5-Apr-20,Packing Line 08,3rd,1
6-Apr-20,Packing Line 08,3rd,1
7-Apr-20,Packing Line 08,3rd,1
8-Apr-20,Packing Line 08,3rd,1
9-Apr-20,Packing Line 08,3rd,1
10-Apr-20,Packing Line 08,3rd,1
2-Jan-20,Packing Line 08,2nd,0.999302292
3-Jan-20,Packing Line 08,2nd,0.996833115
4-Jan-20,Packing Line 08,2nd,0.999406204
6-Jan-20,Packing Line 08,2nd,0.997288361
7-Jan-20,Packing Line 08,2nd,0.999186554
8-Jan-20,Packing Line 08,2nd,0.997745743
9-Jan-20,Packing Line 08,2nd,0.999579926
10-Jan-20,Packing Line 08,2nd,0.999204254
11-Jan-20,Packing Line 08,2nd,0.99980442
13-Jan-20,Packing Line 08,2nd,1
14-Jan-20,Packing Line 08,2nd,0.999713211
15-Jan-20,Packing Line 08,2nd,0.999588699
16-Jan-20,Packing Line 08,2nd,0.996988907
17-Jan-20,Packing Line 08,2nd,0.999021683
18-Jan-20,Packing Line 08,2nd,0.998892593
20-Jan-20,Packing Line 08,2nd,0.997045898
21-Jan-20,Packing Line 08,2nd,0.99674572
22-Jan-20,Packing Line 08,2nd,0.999129715
23-Jan-20,Packing Line 08,2nd,1
24-Jan-20,Packing Line 08,2nd,0.999082718
27-Jan-20,Packing Line 08,2nd,0.998922195
28-Jan-20,Packing Line 08,2nd,0.99992672
29-Jan-20,Packing Line 08,2nd,0.999960327
30-Jan-20,Packing Line 08,2nd,0.999680748
31-Jan-20,Packing Line 08,2nd,0.998123016
3-Feb-20,Packing Line 08,2nd,0.999226532
4-Feb-20,Packing Line 08,2nd,0.99922348
5-Feb-20,Packing Line 08,2nd,0.999823685
6-Feb-20,Packing Line 08,2nd,1
7-Feb-20,Packing Line 08,2nd,0.999900589
10-Feb-20,Packing Line 08,2nd,0.998982697
11-Feb-20,Packing Line 08,2nd,0.999684601
12-Feb-20,Packing Line 08,2nd,0.998375092
13-Feb-20,Packing Line 08,2nd,0.999218216
14-Feb-20,Packing Line 08,2nd,0.999610519
17-Feb-20,Packing Line 08,2nd,0.999912033
18-Feb-20,Packing Line 08,2nd,0.999292755
19-Feb-20,Packing Line 08,2nd,0.998750076
20-Feb-20,Packing Line 08,2nd,0.999241562
21-Feb-20,Packing Line 08,2nd,0.999660263
24-Feb-20,Packing Line 08,2nd,0.998811646
25-Feb-20,Packing Line 08,2nd,0.999145355
26-Feb-20,Packing Line 08,2nd,0.997903442
27-Feb-20,Packing Line 08,2nd,0.999538803
28-Feb-20,Packing Line 08,2nd,0.996998062
29-Feb-20,Packing Line 08,2nd,0.666545995
2-Mar-20,Packing Line 08,2nd,0.99665451
3-Mar-20,Packing Line 08,2nd,0.993672638
4-Mar-20,Packing Line 08,2nd,0.999082413
5-Mar-20,Packing Line 08,2nd,0.999504471
6-Mar-20,Packing Line 08,2nd,0.999822922
7-Mar-20,Packing Line 08,2nd,0.99480751
8-Mar-20,Packing Line 08,2nd,0.995672277
9-Mar-20,Packing Line 08,2nd,0.995708923
10-Mar-20,Packing Line 08,2nd,0.99787056
11-Mar-20,Packing Line 08,2nd,0.997962646
12-Mar-20,Packing Line 08,2nd,0.996305542
13-Mar-20,Packing Line 08,2nd,0.994615707
14-Mar-20,Packing Line 08,2nd,0.997366333
15-Mar-20,Packing Line 08,2nd,0.997624168
16-Mar-20,Packing Line 08,2nd,0.999248352
17-Mar-20,Packing Line 08,2nd,0.999110489
18-Mar-20,Packing Line 08,2nd,0.997814636
19-Mar-20,Packing Line 08,2nd,0.997372856
21-Mar-20,Packing Line 08,2nd,0.993251724
22-Mar-20,Packing Line 08,2nd,0.996334686
23-Mar-20,Packing Line 08,2nd,0.995268173
24-Mar-20,Packing Line 08,2nd,0.997635193
25-Mar-20,Packing Line 08,2nd,0.997922668
26-Mar-20,Packing Line 08,2nd,0.997525253
27-Mar-20,Packing Line 08,2nd,0.99961441
28-Mar-20,Packing Line 08,2nd,0.993311386
30-Mar-20,Packing Line 08,2nd,1
31-Mar-20,Packing Line 08,2nd,1
2-Apr-20,Packing Line 08,2nd,1
3-Apr-20,Packing Line 08,2nd,1
6-Apr-20,Packing Line 08,2nd,1
7-Apr-20,Packing Line 08,2nd,1
8-Apr-20,Packing Line 08,2nd,1
9-Apr-20,Packing Line 08,2nd,1
10-Apr-20,Packing Line 08,2nd,1
2-Jan-20,Packing Line 08,1st,0.999157333
3-Jan-20,Packing Line 08,1st,0.664541016
4-Jan-20,Packing Line 08,1st,0.998453445
6-Jan-20,Packing Line 08,1st,0.996871185
7-Jan-20,Packing Line 08,1st,0.99880127
8-Jan-20,Packing Line 08,1st,0.998542938
9-Jan-20,Packing Line 08,1st,0.998965378
10-Jan-20,Packing Line 08,1st,0.997733154
11-Jan-20,Packing Line 08,1st,0.997901688
13-Jan-20,Packing Line 08,1st,0.999941559
14-Jan-20,Packing Line 08,1st,1
15-Jan-20,Packing Line 08,1st,0.997892838
16-Jan-20,Packing Line 08,1st,0.998978577
