Day of Start Time,Location Name,Shift Name,Avg. Availability
8-Apr-20,Packing Line 06,3rd,0.599125748
9-Apr-20,Packing Line 06,3rd,0.615708046
2-Jan-20,Packing Line 06,2nd,0.83414257
3-Jan-20,Packing Line 06,2nd,0.921572037
4-Jan-20,Packing Line 06,2nd,0.673957291
6-Jan-20,Packing Line 06,2nd,0.847686005
7-Jan-20,Packing Line 06,2nd,0.792868118
8-Jan-20,Packing Line 06,2nd,0.944360046
9-Jan-20,Packing Line 06,2nd,0.994529915
10-Jan-20,Packing Line 06,2nd,0.937009277
11-Jan-20,Packing Line 06,2nd,0.935119476
13-Jan-20,Packing Line 06,2nd,0.873518677
14-Jan-20,Packing Line 06,2nd,0.921635895
15-Jan-20,Packing Line 06,2nd,1
16-Jan-20,Packing Line 06,2nd,0.898585052
17-Jan-20,Packing Line 06,2nd,0.831441727
18-Jan-20,Packing Line 06,2nd,0.525672073
20-Jan-20,Packing Line 06,2nd,0.85997879
21-Jan-20,Packing Line 06,2nd,0.956605072
22-Jan-20,Packing Line 06,2nd,0.923743057
23-Jan-20,Packing Line 06,2nd,0.782397156
24-Jan-20,Packing Line 06,2nd,0.767289963
27-Jan-20,Packing Line 06,2nd,0.931246262
28-Jan-20,Packing Line 06,2nd,0.779768066
29-Jan-20,Packing Line 06,2nd,0.725822525
30-Jan-20,Packing Line 06,2nd,0.940887299
31-Jan-20,Packing Line 06,2nd,0.976186676
3-Feb-20,Packing Line 06,2nd,0.854770279
4-Feb-20,Packing Line 06,2nd,0.914447441
5-Feb-20,Packing Line 06,2nd,0.916311493
6-Feb-20,Packing Line 06,2nd,0.833789902
7-Feb-20,Packing Line 06,2nd,0.934119034
10-Feb-20,Packing Line 06,2nd,0.865830994
11-Feb-20,Packing Line 06,2nd,0.624219704
12-Feb-20,Packing Line 06,2nd,0.924014359
13-Feb-20,Packing Line 06,2nd,0.732950363
14-Feb-20,Packing Line 06,2nd,0.684278641
17-Feb-20,Packing Line 06,2nd,0.74321991
18-Feb-20,Packing Line 06,2nd,0.945684586
19-Feb-20,Packing Line 06,2nd,0.899685059
20-Feb-20,Packing Line 06,2nd,0.880014267
21-Feb-20,Packing Line 06,2nd,0.738360023
24-Feb-20,Packing Line 06,2nd,0.857180557
25-Feb-20,Packing Line 06,2nd,0.927497711
26-Feb-20,Packing Line 06,2nd,0.921766357
27-Feb-20,Packing Line 06,2nd,0.942505341
28-Feb-20,Packing Line 06,2nd,0.913901901
29-Feb-20,Packing Line 06,2nd,0.907199707
2-Mar-20,Packing Line 06,2nd,0.986193314
3-Mar-20,Packing Line 06,2nd,0.988689499
4-Mar-20,Packing Line 06,2nd,0.862186966
5-Mar-20,Packing Line 06,2nd,0.74010376
6-Mar-20,Packing Line 06,2nd,0.652805099
7-Mar-20,Packing Line 06,2nd,0.177642708
8-Mar-20,Packing Line 06,2nd,0.4176651
9-Mar-20,Packing Line 06,2nd,0.826524429
10-Mar-20,Packing Line 06,2nd,0.835558701
11-Mar-20,Packing Line 06,2nd,0.910901718
12-Mar-20,Packing Line 06,2nd,0.790521088
13-Mar-20,Packing Line 06,2nd,0.83286171
15-Mar-20,Packing Line 06,2nd,0.773134384
16-Mar-20,Packing Line 06,2nd,0.598317146
17-Mar-20,Packing Line 06,2nd,0.465745583
18-Mar-20,Packing Line 06,2nd,0.900446167
19-Mar-20,Packing Line 06,2nd,0.819621353
20-Mar-20,Packing Line 06,2nd,0.745279236
21-Mar-20,Packing Line 06,2nd,0.69947258
22-Mar-20,Packing Line 06,2nd,0.752938156
23-Mar-20,Packing Line 06,2nd,0.733326607
24-Mar-20,Packing Line 06,2nd,0.546757164
25-Mar-20,Packing Line 06,2nd,0.890199471
26-Mar-20,Packing Line 06,2nd,0.929852829
27-Mar-20,Packing Line 06,2nd,0.994851151
28-Mar-20,Packing Line 06,2nd,1
29-Mar-20,Packing Line 06,2nd,0.910060997
30-Mar-20,Packing Line 06,2nd,0.86096344
31-Mar-20,Packing Line 06,2nd,0.954055837
1-Apr-20,Packing Line 06,2nd,0.997583923
2-Apr-20,Packing Line 06,2nd,0.869231567
3-Apr-20,Packing Line 06,2nd,0.975741463
6-Apr-20,Packing Line 06,2nd,0.796885529
7-Apr-20,Packing Line 06,2nd,0.827244263
8-Apr-20,Packing Line 06,2nd,0.954266739
9-Apr-20,Packing Line 06,2nd,0.919766846
10-Apr-20,Packing Line 06,2nd,0.822260056
3-Jan-20,Packing Line 06,1st,0.828645198
4-Jan-20,Packing Line 06,1st,1
6-Jan-20,Packing Line 06,1st,1
7-Jan-20,Packing Line 06,1st,0.84239006
8-Jan-20,Packing Line 06,1st,0.979201317
9-Jan-20,Packing Line 06,1st,0.918528061
10-Jan-20,Packing Line 06,1st,0.929478149
11-Jan-20,Packing Line 06,1st,0.867464142
13-Jan-20,Packing Line 06,1st,1
14-Jan-20,Packing Line 06,1st,0.925422592
15-Jan-20,Packing Line 06,1st,0.854993362
16-Jan-20,Packing Line 06,1st,0.938518028
17-Jan-20,Packing Line 06,1st,0.871246338
18-Jan-20,Packing Line 06,1st,0.810315533
20-Jan-20,Packing Line 06,1st,0.838428993
21-Jan-20,Packing Line 06,1st,0.857072334
22-Jan-20,Packing Line 06,1st,0.923828239
23-Jan-20,Packing Line 06,1st,0.97778553
24-Jan-20,Packing Line 06,1st,0.945624771
27-Jan-20,Packing Line 06,1st,0.789790878
28-Jan-20,Packing Line 06,1st,0.895255966
29-Jan-20,Packing Line 06,1st,0.806132584
30-Jan-20,Packing Line 06,1st,0.882981148
31-Jan-20,Packing Line 06,1st,0.787441177
2-Feb-20,Packing Line 06,1st,0.515133667
3-Feb-20,Packing Line 06,1st,0.867506943
4-Feb-20,Packing Line 06,1st,0.984339981
5-Feb-20,Packing Line 06,1st,0.818679886
6-Feb-20,Packing Line 06,1st,0.778134549
7-Feb-20,Packing Line 06,1st,0.859961586
8-Feb-20,Packing Line 06,1st,0.787978745
10-Feb-20,Packing Line 06,1st,0.539971046
11-Feb-20,Packing Line 06,1st,0.968456459
12-Feb-20,Packing Line 06,1st,0.93928299
13-Feb-20,Packing Line 06,1st,0.904787025
14-Feb-20,Packing Line 06,1st,0.972661133
17-Feb-20,Packing Line 06,1st,0.842259954
18-Feb-20,Packing Line 06,1st,0.888906021
19-Feb-20,Packing Line 06,1st,0.881337547
20-Feb-20,Packing Line 06,1st,0.938822365
21-Feb-20,Packing Line 06,1st,0.998709869
24-Feb-20,Packing Line 06,1st,1
25-Feb-20,Packing Line 06,1st,1
26-Feb-20,Packing Line 06,1st,0.961522179
27-Feb-20,Packing Line 06,1st,0.920833282
28-Feb-20,Packing Line 06,1st,0.972775625
29-Feb-20,Packing Line 06,1st,0.949634857
2-Mar-20,Packing Line 06,1st,0.921218491
3-Mar-20,Packing Line 06,1st,0.634985097
4-Mar-20,Packing Line 06,1st,0.976844559
5-Mar-20,Packing Line 06,1st,0.923397751
6-Mar-20,Packing Line 06,1st,0.865800756
7-Mar-20,Packing Line 06,1st,0.49760334
8-Mar-20,Packing Line 06,1st,0.832958527
9-Mar-20,Packing Line 06,1st,1
10-Mar-20,Packing Line 06,1st,0.979149272
11-Mar-20,Packing Line 06,1st,0.989862239
12-Mar-20,Packing Line 06,1st,0.77668602
14-Mar-20,Packing Line 06,1st,0.49463047
15-Mar-20,Packing Line 06,1st,1
16-Mar-20,Packing Line 06,1st,0.893596077
17-Mar-20,Packing Line 06,1st,0.852010193
18-Mar-20,Packing Line 06,1st,0.882200317
19-Mar-20,Packing Line 06,1st,0.859552663
20-Mar-20,Packing Line 06,1st,0.891097641
21-Mar-20,Packing Line 06,1st,0.380822563
22-Mar-20,Packing Line 06,1st,0.908180847
23-Mar-20,Packing Line 06,1st,0.42353157
24-Mar-20,Packing Line 06,1st,0.954645309
25-Mar-20,Packing Line 06,1st,0.830582123
26-Mar-20,Packing Line 06,1st,0.663303833
27-Mar-20,Packing Line 06,1st,0.902782593
28-Mar-20,Packing Line 06,1st,0.988301315
29-Mar-20,Packing Line 06,1st,0.864925308
30-Mar-20,Packing Line 06,1st,0.908678411
31-Mar-20,Packing Line 06,1st,0.861472626
1-Apr-20,Packing Line 06,1st,0.584673615
2-Apr-20,Packing Line 06,1st,0.98473587
3-Apr-20,Packing Line 06,1st,0.756894035
6-Apr-20,Packing Line 06,1st,0.900706406
7-Apr-20,Packing Line 06,1st,0.803639069
8-Apr-20,Packing Line 06,1st,0.920257111
9-Apr-20,Packing Line 06,1st,0.825187225
10-Apr-20,Packing Line 06,1st,0.452066422
2-Jan-20,Packing Line 07,3rd,0.658087082
3-Jan-20,Packing Line 07,3rd,0.601265227
4-Jan-20,Packing Line 07,3rd,0.846702499
6-Jan-20,Packing Line 07,3rd,0.908010712
7-Jan-20,Packing Line 07,3rd,0.93046814
8-Jan-20,Packing Line 07,3rd,0.916636887
9-Jan-20,Packing Line 07,3rd,0.217974625
10-Jan-20,Packing Line 07,3rd,0.523940506
11-Jan-20,Packing Line 07,3rd,0.428779144
13-Jan-20,Packing Line 07,3rd,0.774204063
14-Jan-20,Packing Line 07,3rd,0.897119331
15-Jan-20,Packing Line 07,3rd,0.733142929
16-Jan-20,Packing Line 07,3rd,0.969086571
17-Jan-20,Packing Line 07,3rd,0.528516159
18-Jan-20,Packing Line 07,3rd,0.735472717
20-Jan-20,Packing Line 07,3rd,0.958791199
21-Jan-20,Packing Line 07,3rd,0.949350001
22-Jan-20,Packing Line 07,3rd,0.785993546
23-Jan-20,Packing Line 07,3rd,0.83047905
24-Jan-20,Packing Line 07,3rd,0.722988644
27-Jan-20,Packing Line 07,3rd,0.890660553
28-Jan-20,Packing Line 07,3rd,0.707506256
29-Jan-20,Packing Line 07,3rd,0.626181374
30-Jan-20,Packing Line 07,3rd,0.979166641
31-Jan-20,Packing Line 07,3rd,0.90040062
3-Feb-20,Packing Line 07,3rd,1
4-Feb-20,Packing Line 07,3rd,0.95951884
5-Feb-20,Packing Line 07,3rd,0.672532654
7-Feb-20,Packing Line 07,3rd,0.31601682
10-Feb-20,Packing Line 07,3rd,0.659207764
11-Feb-20,Packing Line 07,3rd,0.693504925
12-Feb-20,Packing Line 07,3rd,0.723523674
13-Feb-20,Packing Line 07,3rd,0.982295202
14-Feb-20,Packing Line 07,3rd,0.541190643
16-Feb-20,Packing Line 07,3rd,0.544145947
17-Feb-20,Packing Line 07,3rd,1
18-Feb-20,Packing Line 07,3rd,0.968149529
19-Feb-20,Packing Line 07,3rd,0.840699223
20-Feb-20,Packing Line 07,3rd,1
21-Feb-20,Packing Line 07,3rd,0.90754425
23-Feb-20,Packing Line 07,3rd,0.91074295
24-Feb-20,Packing Line 07,3rd,0.899100876
25-Feb-20,Packing Line 07,3rd,0.487951813
26-Feb-20,Packing Line 07,3rd,0.986086731
27-Feb-20,Packing Line 07,3rd,0.969855957
28-Feb-20,Packing Line 07,3rd,0.744662781
29-Feb-20,Packing Line 07,3rd,0.966862259
2-Mar-20,Packing Line 07,3rd,0.988198395
3-Mar-20,Packing Line 07,3rd,0.901259308
4-Mar-20,Packing Line 07,3rd,0.848426666
5-Mar-20,Packing Line 07,3rd,0.940335159
6-Mar-20,Packing Line 07,3rd,0.880392036
7-Mar-20,Packing Line 07,3rd,0.987025833
8-Mar-20,Packing Line 07,3rd,0.537451045
9-Mar-20,Packing Line 07,3rd,0.881447067
10-Mar-20,Packing Line 07,3rd,0.764315643
11-Mar-20,Packing Line 07,3rd,0.754265594
12-Mar-20,Packing Line 07,3rd,0.841838379
13-Mar-20,Packing Line 07,3rd,0.995420151
14-Mar-20,Packing Line 07,3rd,1
15-Mar-20,Packing Line 07,3rd,0.98767189
16-Mar-20,Packing Line 07,3rd,1
17-Mar-20,Packing Line 07,3rd,0.9917659
18-Mar-20,Packing Line 07,3rd,1
19-Mar-20,Packing Line 07,3rd,0.993770447
20-Mar-20,Packing Line 07,3rd,1
21-Mar-20,Packing Line 07,3rd,0.951775627
22-Mar-20,Packing Line 07,3rd,0.955241852
23-Mar-20,Packing Line 07,3rd,0.992306976
24-Mar-20,Packing Line 07,3rd,0.952339973
25-Mar-20,Packing Line 07,3rd,1
26-Mar-20,Packing Line 07,3rd,0.985244904
27-Mar-20,Packing Line 07,3rd,0.908275566
28-Mar-20,Packing Line 07,3rd,0.889328918
29-Mar-20,Packing Line 07,3rd,0.993725179
30-Mar-20,Packing Line 07,3rd,0.993436508
31-Mar-20,Packing Line 07,3rd,0.933975372
1-Apr-20,Packing Line 07,3rd,0.979669571
2-Apr-20,Packing Line 07,3rd,0.989907303
3-Apr-20,Packing Line 07,3rd,0.985276184
6-Apr-20,Packing Line 07,3rd,0.974777374
7-Apr-20,Packing Line 07,3rd,0.996751938
8-Apr-20,Packing Line 07,3rd,0.961944199
9-Apr-20,Packing Line 07,3rd,0.994146366
2-Jan-20,Packing Line 07,2nd,0.769447861
3-Jan-20,Packing Line 07,2nd,0.947471085
4-Jan-20,Packing Line 07,2nd,0.927335587
6-Jan-20,Packing Line 07,2nd,0.771175537
7-Jan-20,Packing Line 07,2nd,1
8-Jan-20,Packing Line 07,2nd,0.841716385
9-Jan-20,Packing Line 07,2nd,0.958575287
10-Jan-20,Packing Line 07,2nd,0.999716454
11-Jan-20,Packing Line 07,2nd,0.951306076
13-Jan-20,Packing Line 07,2nd,0.950474472
14-Jan-20,Packing Line 07,2nd,0.942793198
15-Jan-20,Packing Line 07,2nd,0.668996582
16-Jan-20,Packing Line 07,2nd,0.9654776
17-Jan-20,Packing Line 07,2nd,0.961360092
18-Jan-20,Packing Line 07,2nd,0.881807861
20-Jan-20,Packing Line 07,2nd,0.849111938
21-Jan-20,Packing Line 07,2nd,0.959081039
22-Jan-20,Packing Line 07,2nd,0.972523346
23-Jan-20,Packing Line 07,2nd,0.933875809
24-Jan-20,Packing Line 07,2nd,0.938093262
27-Jan-20,Packing Line 07,2nd,0.918562698
28-Jan-20,Packing Line 07,2nd,0.90407547
29-Jan-20,Packing Line 07,2nd,0.85048584
30-Jan-20,Packing Line 07,2nd,0.913298378
31-Jan-20,Packing Line 07,2nd,0.894683838
3-Feb-20,Packing Line 07,2nd,0.710766373
4-Feb-20,Packing Line 07,2nd,0.92628685
5-Feb-20,Packing Line 07,2nd,0.864426117
6-Feb-20,Packing Line 07,2nd,0.737763367
7-Feb-20,Packing Line 07,2nd,0.888996811
10-Feb-20,Packing Line 07,2nd,1
11-Feb-20,Packing Line 07,2nd,0.827577019
12-Feb-20,Packing Line 07,2nd,0.601374645
13-Feb-20,Packing Line 07,2nd,0.88124794
14-Feb-20,Packing Line 07,2nd,0.677700348
17-Feb-20,Packing Line 07,2nd,0.860206223
18-Feb-20,Packing Line 07,2nd,0.878583832
19-Feb-20,Packing Line 07,2nd,0.860595169
20-Feb-20,Packing Line 07,2nd,0.909132309
21-Feb-20,Packing Line 07,2nd,0.918184738
24-Feb-20,Packing Line 07,2nd,0.78932373
25-Feb-20,Packing Line 07,2nd,0.653506012
26-Feb-20,Packing Line 07,2nd,0.879720917
27-Feb-20,Packing Line 07,2nd,0.664744263
28-Feb-20,Packing Line 07,2nd,0.847202148
29-Feb-20,Packing Line 07,2nd,0.756209412
2-Mar-20,Packing Line 07,2nd,0.871801949
3-Mar-20,Packing Line 07,2nd,0.631473885
4-Mar-20,Packing Line 07,2nd,0.849498215
5-Mar-20,Packing Line 07,2nd,0.393246651
6-Mar-20,Packing Line 07,2nd,0.800099945
7-Mar-20,Packing Line 07,2nd,0.81653801
8-Mar-20,Packing Line 07,2nd,0.815498352
9-Mar-20,Packing Line 07,2nd,0.961980438
10-Mar-20,Packing Line 07,2nd,0.75048645
12-Mar-20,Packing Line 07,2nd,0.76020256
13-Mar-20,Packing Line 07,2nd,0.800929031
14-Mar-20,Packing Line 07,2nd,0.91184494
15-Mar-20,Packing Line 07,2nd,0.989480743
16-Mar-20,Packing Line 07,2nd,0.970293427
17-Mar-20,Packing Line 07,2nd,0.794226227
18-Mar-20,Packing Line 07,2nd,1
19-Mar-20,Packing Line 07,2nd,1
20-Mar-20,Packing Line 07,2nd,1
21-Mar-20,Packing Line 07,2nd,0.94416626
22-Mar-20,Packing Line 07,2nd,0.929011383
23-Mar-20,Packing Line 07,2nd,0.922720261
27-Mar-20,Packing Line 07,2nd,0.867709694
28-Mar-20,Packing Line 07,2nd,0.816422348
29-Mar-20,Packing Line 07,2nd,0.999208984
30-Mar-20,Packing Line 07,2nd,0.930625572
31-Mar-20,Packing Line 07,2nd,0.85359333
1-Apr-20,Packing Line 07,2nd,0.830385513
2-Apr-20,Packing Line 07,2nd,0.929313431
3-Apr-20,Packing Line 07,2nd,0.932736168
6-Apr-20,Packing Line 07,2nd,0.987170715
7-Apr-20,Packing Line 07,2nd,0.990111923
8-Apr-20,Packing Line 07,2nd,0.989038315
9-Apr-20,Packing Line 07,2nd,0.952242584
10-Apr-20,Packing Line 07,2nd,0.976224289
2-Jan-20,Packing Line 07,1st,0.991992569
3-Jan-20,Packing Line 07,1st,0.995904007
4-Jan-20,Packing Line 07,1st,0.983571625
6-Jan-20,Packing Line 07,1st,0.983496628
7-Jan-20,Packing Line 07,1st,1
8-Jan-20,Packing Line 07,1st,0.985471878
9-Jan-20,Packing Line 07,1st,0.908976135
10-Jan-20,Packing Line 07,1st,1
11-Jan-20,Packing Line 07,1st,0.9383358
13-Jan-20,Packing Line 07,1st,0.856458168
14-Jan-20,Packing Line 07,1st,1
15-Jan-20,Packing Line 07,1st,0.888168716
16-Jan-20,Packing Line 07,1st,1
17-Jan-20,Packing Line 07,1st,1
18-Jan-20,Packing Line 07,1st,0.949265442
20-Jan-20,Packing Line 07,1st,0.89635582
21-Jan-20,Packing Line 07,1st,0.846948242
22-Jan-20,Packing Line 07,1st,0.419805183
23-Jan-20,Packing Line 07,1st,0.926169548
24-Jan-20,Packing Line 07,1st,1
27-Jan-20,Packing Line 07,1st,0.855865784
28-Jan-20,Packing Line 07,1st,0.832410049
29-Jan-20,Packing Line 07,1st,0.995354691
30-Jan-20,Packing Line 07,1st,0.942061157
31-Jan-20,Packing Line 07,1st,0.913694611
2-Feb-20,Packing Line 07,1st,0.895499344
4-Feb-20,Packing Line 07,1st,0.965134659
5-Feb-20,Packing Line 07,1st,0.997177734
6-Feb-20,Packing Line 07,1st,0.902385635
7-Feb-20,Packing Line 07,1st,0.12093215
10-Feb-20,Packing Line 07,1st,0.610130234
11-Feb-20,Packing Line 07,1st,0.987383804
12-Feb-20,Packing Line 07,1st,0.974055176
13-Feb-20,Packing Line 07,1st,0.976162567
14-Feb-20,Packing Line 07,1st,0.959643097
17-Feb-20,Packing Line 07,1st,0.478891296
18-Feb-20,Packing Line 07,1st,0.986261063
19-Feb-20,Packing Line 07,1st,0.900214996
20-Feb-20,Packing Line 07,1st,1
21-Feb-20,Packing Line 07,1st,0.923148422
24-Feb-20,Packing Line 07,1st,1
25-Feb-20,Packing Line 07,1st,0.455584106
26-Feb-20,Packing Line 07,1st,0.915309296
27-Feb-20,Packing Line 07,1st,0.952521591
28-Feb-20,Packing Line 07,1st,0.883030472
29-Feb-20,Packing Line 07,1st,0.988276825
2-Mar-20,Packing Line 07,1st,0.973581543
3-Mar-20,Packing Line 07,1st,0.963523483
4-Mar-20,Packing Line 07,1st,0.67384491
5-Mar-20,Packing Line 07,1st,0.90966877
6-Mar-20,Packing Line 07,1st,0.90317894
7-Mar-20,Packing Line 07,1st,0.907635422
8-Mar-20,Packing Line 07,1st,0.85983551
9-Mar-20,Packing Line 07,1st,0.972236404
10-Mar-20,Packing Line 07,1st,1
11-Mar-20,Packing Line 07,1st,0.913145523
12-Mar-20,Packing Line 07,1st,1
13-Mar-20,Packing Line 07,1st,0.975067902
14-Mar-20,Packing Line 07,1st,0.986677933
15-Mar-20,Packing Line 07,1st,0.841381531
16-Mar-20,Packing Line 07,1st,1
17-Mar-20,Packing Line 07,1st,1
18-Mar-20,Packing Line 07,1st,0.953525543
19-Mar-20,Packing Line 07,1st,0.948957901
20-Mar-20,Packing Line 07,1st,0.99960556
21-Mar-20,Packing Line 07,1st,0.917762222
22-Mar-20,Packing Line 07,1st,1
23-Mar-20,Packing Line 07,1st,1
24-Mar-20,Packing Line 07,1st,0.916700287
25-Mar-20,Packing Line 07,1st,0.959836769
26-Mar-20,Packing Line 07,1st,0.797891693
27-Mar-20,Packing Line 07,1st,1
28-Mar-20,Packing Line 07,1st,0.969808731
29-Mar-20,Packing Line 07,1st,0.743485565
30-Mar-20,Packing Line 07,1st,0.746596375
31-Mar-20,Packing Line 07,1st,1
1-Apr-20,Packing Line 07,1st,0.896371307
2-Apr-20,Packing Line 07,1st,1
3-Apr-20,Packing Line 07,1st,0.570085106
6-Apr-20,Packing Line 07,1st,0.772273254
7-Apr-20,Packing Line 07,1st,0.764331207
8-Apr-20,Packing Line 07,1st,0.663372726
9-Apr-20,Packing Line 07,1st,0.78435257
10-Apr-20,Packing Line 07,1st,0.987803879
2-Jan-20,Packing Line 08,3rd,0.543302027
3-Jan-20,Packing Line 08,3rd,1
4-Jan-20,Packing Line 08,3rd,0.597059021
6-Jan-20,Packing Line 08,3rd,0.863881531
7-Jan-20,Packing Line 08,3rd,0.943820496
8-Jan-20,Packing Line 08,3rd,1
9-Jan-20,Packing Line 08,3rd,0.824130402
10-Jan-20,Packing Line 08,3rd,0.869917297
11-Jan-20,Packing Line 08,3rd,0.88432869
13-Jan-20,Packing Line 08,3rd,1
14-Jan-20,Packing Line 08,3rd,0.825368996
15-Jan-20,Packing Line 08,3rd,0.983646393
16-Jan-20,Packing Line 08,3rd,0.999699783
17-Jan-20,Packing Line 08,3rd,0.9973946
18-Jan-20,Packing Line 08,3rd,0.999778023
20-Jan-20,Packing Line 08,3rd,1
21-Jan-20,Packing Line 08,3rd,1
22-Jan-20,Packing Line 08,3rd,0.844435196
23-Jan-20,Packing Line 08,3rd,0.933848076
24-Jan-20,Packing Line 08,3rd,1
27-Jan-20,Packing Line 08,3rd,1
28-Jan-20,Packing Line 08,3rd,0.7608358
29-Jan-20,Packing Line 08,3rd,0.98824543
30-Jan-20,Packing Line 08,3rd,0.994233932
31-Jan-20,Packing Line 08,3rd,1
3-Feb-20,Packing Line 08,3rd,0.847315292
4-Feb-20,Packing Line 08,3rd,0.976205597
5-Feb-20,Packing Line 08,3rd,0.933122253
6-Feb-20,Packing Line 08,3rd,0.999404221
7-Feb-20,Packing Line 08,3rd,0.775842819
11-Feb-20,Packing Line 08,3rd,1
12-Feb-20,Packing Line 08,3rd,0.692885132
13-Feb-20,Packing Line 08,3rd,0.999763336
14-Feb-20,Packing Line 08,3rd,0.881858902
16-Feb-20,Packing Line 08,3rd,0.933301773
17-Feb-20,Packing Line 08,3rd,0.92902771
18-Feb-20,Packing Line 08,3rd,0.980090179
19-Feb-20,Packing Line 08,3rd,1
20-Feb-20,Packing Line 08,3rd,0.955921249
21-Feb-20,Packing Line 08,3rd,0.97025383
23-Feb-20,Packing Line 08,3rd,0.993774719
24-Feb-20,Packing Line 08,3rd,1
25-Feb-20,Packing Line 08,3rd,0.944572754
26-Feb-20,Packing Line 08,3rd,0.946227417
27-Feb-20,Packing Line 08,3rd,0.842577667
28-Feb-20,Packing Line 08,3rd,0.980392151
29-Feb-20,Packing Line 08,3rd,0.466196861
2-Mar-20,Packing Line 08,3rd,0.991854324
3-Mar-20,Packing Line 08,3rd,1
4-Mar-20,Packing Line 08,3rd,0.99898407
5-Mar-20,Packing Line 08,3rd,1
6-Mar-20,Packing Line 08,3rd,0.946047516
7-Mar-20,Packing Line 08,3rd,1
8-Mar-20,Packing Line 08,3rd,1
9-Mar-20,Packing Line 08,3rd,0.933044815
10-Mar-20,Packing Line 08,3rd,0.59778595
11-Mar-20,Packing Line 08,3rd,0.939406357
12-Mar-20,Packing Line 08,3rd,0.987232971
13-Mar-20,Packing Line 08,3rd,1
14-Mar-20,Packing Line 08,3rd,0.98095787
15-Mar-20,Packing Line 08,3rd,0.998414154
16-Mar-20,Packing Line 08,3rd,0.999757614
17-Mar-20,Packing Line 08,3rd,1
18-Mar-20,Packing Line 08,3rd,1
19-Mar-20,Packing Line 08,3rd,0.990712051
20-Mar-20,Packing Line 08,3rd,1
21-Mar-20,Packing Line 08,3rd,0.985295944
22-Mar-20,Packing Line 08,3rd,0.999474716
23-Mar-20,Packing Line 08,3rd,1
24-Mar-20,Packing Line 08,3rd,0.985500717
25-Mar-20,Packing Line 08,3rd,0.999958954
26-Mar-20,Packing Line 08,3rd,0.649119263
27-Mar-20,Packing Line 08,3rd,0.985888977
28-Mar-20,Packing Line 08,3rd,0.999815445
29-Mar-20,Packing Line 08,3rd,0.999845352
30-Mar-20,Packing Line 08,3rd,0.98007309
31-Mar-20,Packing Line 08,3rd,0.998068199
1-Apr-20,Packing Line 08,3rd,0.994165421
2-Apr-20,Packing Line 08,3rd,1
3-Apr-20,Packing Line 08,3rd,0.620530338
4-Apr-20,Packing Line 08,3rd,0
5-Apr-20,Packing Line 08,3rd,0.709020386
6-Apr-20,Packing Line 08,3rd,0.996274109
7-Apr-20,Packing Line 08,3rd,0.992359009
8-Apr-20,Packing Line 08,3rd,0.983911362
9-Apr-20,Packing Line 08,3rd,1
10-Apr-20,Packing Line 08,3rd,1
2-Jan-20,Packing Line 08,2nd,1
3-Jan-20,Packing Line 08,2nd,0.998684769
4-Jan-20,Packing Line 08,2nd,0.99640831
6-Jan-20,Packing Line 08,2nd,0.999129333
7-Jan-20,Packing Line 08,2nd,1
8-Jan-20,Packing Line 08,2nd,1
9-Jan-20,Packing Line 08,2nd,1
10-Jan-20,Packing Line 08,2nd,0.994228745
11-Jan-20,Packing Line 08,2nd,0.952488708
13-Jan-20,Packing Line 08,2nd,1
14-Jan-20,Packing Line 08,2nd,1
15-Jan-20,Packing Line 08,2nd,0.999174118
16-Jan-20,Packing Line 08,2nd,0.999167404
17-Jan-20,Packing Line 08,2nd,1
18-Jan-20,Packing Line 08,2nd,1
20-Jan-20,Packing Line 08,2nd,0.997029266
21-Jan-20,Packing Line 08,2nd,1
22-Jan-20,Packing Line 08,2nd,1
23-Jan-20,Packing Line 08,2nd,1
24-Jan-20,Packing Line 08,2nd,0.997086716
27-Jan-20,Packing Line 08,2nd,1
28-Jan-20,Packing Line 08,2nd,0.909556847
29-Jan-20,Packing Line 08,2nd,1
30-Jan-20,Packing Line 08,2nd,1
31-Jan-20,Packing Line 08,2nd,1
3-Feb-20,Packing Line 08,2nd,1
4-Feb-20,Packing Line 08,2nd,1
5-Feb-20,Packing Line 08,2nd,0.994944382
6-Feb-20,Packing Line 08,2nd,0.998826828
7-Feb-20,Packing Line 08,2nd,0.999453659
10-Feb-20,Packing Line 08,2nd,1
11-Feb-20,Packing Line 08,2nd,1
12-Feb-20,Packing Line 08,2nd,1
13-Feb-20,Packing Line 08,2nd,1
14-Feb-20,Packing Line 08,2nd,1
17-Feb-20,Packing Line 08,2nd,1
18-Feb-20,Packing Line 08,2nd,1
19-Feb-20,Packing Line 08,2nd,1
20-Feb-20,Packing Line 08,2nd,0.99986824
21-Feb-20,Packing Line 08,2nd,1
24-Feb-20,Packing Line 08,2nd,1
25-Feb-20,Packing Line 08,2nd,1
26-Feb-20,Packing Line 08,2nd,0.847810898
27-Feb-20,Packing Line 08,2nd,1
28-Feb-20,Packing Line 08,2nd,0.991420593
29-Feb-20,Packing Line 08,2nd,0.666061707
2-Mar-20,Packing Line 08,2nd,1
3-Mar-20,Packing Line 08,2nd,1
4-Mar-20,Packing Line 08,2nd,0.999460373
5-Mar-20,Packing Line 08,2nd,1
6-Mar-20,Packing Line 08,2nd,1
7-Mar-20,Packing Line 08,2nd,1
8-Mar-20,Packing Line 08,2nd,1
9-Mar-20,Packing Line 08,2nd,1
10-Mar-20,Packing Line 08,2nd,1
